1 0 2817
2 2817 2706
3 5523 1250
4 6773 1106
5 7879 861
6 8740 981
7 9721 996
8 10717 2360
9 13077 1744
10 14821 1154
11 15975 904
12 16879 1135
13 18014 1359
14 19373 1000
15 20373 1951
16 22324 2627
17 24951 1277
18 26228 2744
19 28972 2820
20 31792 3001
21 34793 1064
22 35857 3629
23 39486 4298
24 43784 3334
25 47118 5885
26 53003 3303
27 56306 924
28 57230 2331
29 59561 4631
30 64192 798
31 64990 5809
32 70799 1238
33 72037 6019
34 78056 878
35 78934 1622
36 80556 877
37 81433 3278
38 84711 6421
39 91132 830
40 91962 3424
41 95386 4041
42 99427 1251
43 100678 1085
44 101763 1806
45 103569 1539
46 105108 2501
47 107609 2500
48 110109 1752
49 111861 1383
50 113244 2914
51 116158 2441
52 118599 1572
53 120171 1865
54 122036 1085
55 123121 955
56 124076 3368
57 127444 1962
58 129406 1933
59 131339 2228
60 133567 1958
61 135525 3128
62 138653 1798
63 140451 3201
64 143652 521
65 144173 1109
66 145282 814
67 146096 2572
68 148668 1061
69 149729 2284
70 152013 1866
71 153879 1428
72 155307 728
73 156035 1681
74 157716 2542
75 160258 1570
76 161828 2290
77 164118 2393
78 166511 2253
79 168764 1071
80 169835 2524
81 172359 1430
82 173789 4190
83 177979 2113
84 180092 1794
85 181886 4217
86 186103 541
87 186644 834
88 187478 2568
89 190046 4243
90 194289 3562
91 197851 908
92 198759 3518
93 202277 1225
94 203502 2399
95 205901 2658
96 208559 669
97 209228 660
98 209888 683
99 210571 664
100 211235 704
101 211939 682
102 212621 693
103 213314 639
104 213953 634
105 214587 657
106 215244 642
107 215886 720
108 216606 688
109 217294 666
110 217960 634
111 218594 677
112 219271 630
113 219901 662
114 220563 647
115 221210 635
116 221845 655
117 222500 648
118 223148 658
119 223806 652
120 224458 670
121 225128 667
122 225795 663
123 226458 682
124 227140 664
125 227804 670
126 228474 702
127 229176 699
128 229875 676
129 230551 700
130 231251 677
131 231928 709
132 232637 665
133 233302 640
134 233942 673
135 234615 653
136 235268 663
137 235931 640
138 236571 667
139 237238 655
140 237893 653
141 238546 655
142 239201 649
143 239850 661
144 240511 703
145 241214 659
146 241873 689
147 242562 669
148 243231 634
149 243865 672
150 244537 665
151 245202 685
152 245887 667
153 246554 704
154 247258 639
155 247897 658
156 248555 690
157 249245 665
158 249910 672
159 250582 664
160 251246 667
161 251913 685
162 252598 704
163 253302 658
164 253960 688
165 254648 653
166 255301 716
167 256017 670
168 256687 645
169 257332 674
170 258006 657
171 258663 668
172 259331 656
173 259987 643
174 260630 656
175 261286 651
176 261937 652
177 262589 706
178 263295 679
179 263974 660
180 264634 657
181 265291 660
182 265951 665
183 266616 665
184 267281 663
185 267944 685
186 268629 666
187 269295 698
188 269993 665
189 270658 641
190 271299 667
191 271966 665
192 272631 684
193 273315 672
194 273987 663
195 274650 657
196 275307 656
197 275963 668
198 276631 643
199 277274 660
200 277934 655
201 278589 659
202 279248 647
203 279895 662
204 280557 656
205 281213 660
206 281873 658
207 282531 675
208 283206 629
209 283835 687
210 284522 665
211 285187 700
212 285887 686
213 286573 669
214 287242 664
215 287906 701
216 288607 715
217 289322 639
218 289961 648
219 290609 687
220 291296 668
221 291964 667
222 292631 675
223 293306 704
224 294010 666
225 294676 684
226 295360 696
227 296056 673
228 296729 711
229 297440 715
230 298155 663
231 298818 660
232 299478 649
233 300127 653
234 300780 657
235 301437 654
236 302091 686
237 302777 666
238 303443 643
239 304086 645
240 304731 645
241 305376 657
242 306033 656
243 306689 685
244 307374 675
245 308049 696
246 308745 699
247 309444 662
248 310106 687
249 310793 679
250 311472 691
251 312163 675
252 312838 674
253 313512 699
254 314211 688
255 314899 671
256 315570 699
257 316269 707
258 316976 665
259 317641 688
260 318329 652
261 318981 658
262 319639 653
263 320292 652
264 320944 694
265 321638 651
266 322289 665
267 322954 651
268 323605 634
269 324239 653
270 324892 657
271 325549 642
272 326191 655
273 326846 652
274 327498 670
275 328168 650
276 328818 659
277 329477 695
278 330172 700
279 330872 715
280 331587 689
281 332276 655
282 332931 665
283 333596 686
284 334282 649
285 334931 688
286 335619 645
287 336264 661
288 336925 673
289 337598 658
290 338256 671
291 338927 695
292 339622 655
293 340277 648
294 340925 688
295 341613 658
296 342271 673
297 342944 650
298 343594 695
299 344289 659
300 344948 676
301 345624 661
302 346285 671
303 346956 709
304 347665 704
305 348369 715
306 349084 657
307 349741 686
308 350427 655
309 351082 660
310 351742 649
311 352391 680
312 353071 639
313 353710 645
314 354355 668
315 355023 648
316 355671 666
317 356337 653
318 356990 680
319 357670 644
320 358314 694
321 359008 678
322 359686 657
323 360343 687
324 361030 653
325 361683 659
326 362342 681
327 363023 659
328 363682 660
329 364342 672
330 365014 691
331 365705 653
332 366358 645
333 367003 697
334 367700 664
335 368364 657
336 369021 682
337 369703 672
338 370375 650
339 371025 688
340 371713 659
341 372372 706
342 373078 698
343 373776 714
344 374490 717
345 375207 691
346 375898 687
347 376585 704
348 377289 689
349 377978 674
350 378652 639
351 379291 660
352 379951 682
353 380633 661
354 381294 669
355 381963 689
356 382652 674
357 383326 634
358 383960 663
359 384623 687
360 385310 669
361 385979 700
362 386679 736
363 387415 735
364 388150 671
365 388821 638
366 389459 647
367 390106 651
368 390757 658
369 391415 632
370 392047 678
371 392725 626
372 393351 636
373 393987 660
374 394647 639
375 395286 675
376 395961 699
377 396660 650
378 397310 211
379 397521 673
380 398194 680
381 398874 687
382 399561 664
383 400225 674
384 400899 678
385 401577 685
386 402262 652
387 402914 717
388 403631 683
389 404314 639
390 404953 664
391 405617 653
392 406270 651
393 406921 648
394 407569 626
395 408195 649
396 408844 643
397 409487 652
398 410139 647
399 410786 658
400 411444 660
401 412104 685
402 412789 640
403 413429 668
404 414097 654
405 414751 718
406 415469 695
407 416164 660
408 416824 662
409 417486 654
410 418140 677
411 418817 648
412 419465 662
413 420127 660
414 420787 688
415 421475 657
416 422132 680
417 422812 695
418 423507 673
419 424180 665
420 424845 675
421 425520 660
422 426180 688
423 426868 662
424 427530 670
425 428200 655
426 428855 647
427 429502 642
428 430144 651
429 430795 635
430 431430 651
431 432081 651
432 432732 647
433 433379 696
434 434075 679
435 434754 659
436 435413 695
437 436108 687
438 436795 661
439 437456 664
440 438120 665
441 438785 692
442 439477 678
443 440155 659
444 440814 684
445 441498 660
446 442158 723
447 442881 674
448 443555 686
449 444241 641
450 444882 646
451 445528 638
452 446166 692
453 446858 667
454 447525 667
455 448192 677
456 448869 665
457 449534 648
458 450182 654
459 450836 649
460 451485 641
461 452126 655
462 452781 644
463 453425 664
464 454089 629
465 454718 642
466 455360 657
467 456017 653
468 456670 679
469 457349 683
470 458032 652
471 458684 666
472 459350 645
473 459995 660
474 460655 642
475 461297 661
476 461958 692
477 462650 659
478 463309 674
479 463983 652
480 464635 632
481 465267 659
482 465926 688
483 466614 660
484 467274 660
485 467934 668
486 468602 640
487 469242 648
488 469890 667
489 470557 670
490 471227 643
491 471870 641
492 472511 692
493 473203 669
494 473872 642
495 474514 640
496 475154 632
497 475786 674
498 476460 711
499 477171 670
500 477841 638
501 478479 645
502 479124 640
503 479764 650
504 480414 628
505 481042 635
506 481677 634
507 482311 661
508 482972 643
509 483615 659
510 484274 626
511 484900 669
512 485569 655
513 486224 2145
514 488369 1007
515 489376 5444
516 494820 1976
