1 0 2817
2 2817 2706
3 5523 1250
4 6773 1106
5 7879 861
6 8740 981
7 9721 996
8 10717 2360
9 13077 1744
10 14821 1154
11 15975 904
12 16879 1135
13 18014 1359
14 19373 1000
15 20373 1951
16 22324 2627
17 24951 1277
18 26228 2744
19 28972 2820
20 31792 3001
21 34793 1064
22 35857 3629
23 39486 2547
24 42033 4298
25 46331 3334
26 49665 5885
27 55550 3303
28 58853 924
29 59777 2331
30 62108 4631
31 66739 2316
32 69055 798
33 69853 5809
34 75662 1238
35 76900 6019
36 82919 878
37 83797 1622
38 85419 877
39 86296 3278
40 89574 6421
41 95995 830
42 96825 3424
43 100249 4041
44 104290 1251
45 105541 1085
46 106626 1806
47 108432 1539
48 109971 2501
49 112472 2500
50 114972 1752
51 116724 1383
52 118107 2914
53 121021 2441
54 123462 1572
55 125034 1865
56 126899 1085
57 127984 955
58 128939 3368
59 132307 1962
60 134269 1933
61 136202 2228
62 138430 1958
63 140388 3128
64 143516 1798
65 145314 3201
66 148515 3805
67 152320 521
68 152841 1109
69 153950 814
70 154764 2572
71 157336 1061
72 158397 2284
73 160681 1866
74 162547 1428
75 163975 728
76 164703 1681
77 166384 2542
78 168926 1570
79 170496 2290
80 172786 2393
81 175179 2253
82 177432 1071
83 178503 2524
84 181027 1430
85 182457 4190
86 186647 2113
87 188760 1794
88 190554 2253
89 192807 4217
90 197024 541
91 197565 834
92 198399 2568
93 200967 4243
94 205210 3562
95 208772 908
96 209680 4084
97 213764 3518
98 217282 1225
99 218507 2399
100 220906 2659
101 223565 670
102 224235 661
103 224896 684
104 225580 665
105 226245 704
106 226949 682
107 227631 693
108 228324 639
109 228963 634
110 229597 657
111 230254 642
112 230896 720
113 231616 688
114 232304 666
115 232970 634
116 233604 677
117 234281 630
118 234911 662
119 235573 647
120 236220 635
121 236855 655
122 237510 648
123 238158 658
124 238816 652
125 239468 670
126 240138 704
127 240842 654
128 241496 687
129 242183 667
130 242850 663
131 243513 682
132 244195 664
133 244859 670
134 245529 702
135 246231 657
136 246888 690
137 247578 699
138 248277 676
139 248953 700
140 249653 661
141 250314 677
142 250991 709
143 251700 689
144 252389 665
145 253054 640
146 253694 673
147 254367 653
148 255020 663
149 255683 640
150 256323 667
151 256990 655
152 257645 653
153 258298 655
154 258953 649
155 259602 661
156 260263 703
157 260966 659
158 261625 689
159 262314 669
160 262983 634
161 263617 672
162 264289 665
163 264954 685
164 265639 667
165 266306 704
166 267010 639
167 267649 658
168 268307 690
169 268997 665
170 269662 672
171 270334 664
172 270998 667
173 271665 685
174 272350 704
175 273054 658
176 273712 688
177 274400 653
178 275053 716
179 275769 670
180 276439 645
181 277084 674
182 277758 657
183 278415 668
184 279083 656
185 279739 643
186 280382 656
187 281038 651
188 281689 668
189 282357 652
190 283009 706
191 283715 679
192 284394 660
193 285054 689
194 285743 657
195 286400 660
196 287060 665
197 287725 665
198 288390 663
199 289053 685
200 289738 666
201 290404 703
202 291107 659
203 291766 690
204 292456 698
205 293154 665
206 293819 641
207 294460 667
208 295127 665
209 295792 684
210 296476 672
211 297148 704
212 297852 659
213 298511 663
214 299174 657
215 299831 714
216 300545 689
217 301234 656
218 301890 668
219 302558 668
220 303226 643
221 303869 660
222 304529 655
223 305184 659
224 305843 647
225 306490 662
226 307152 656
227 307808 660
228 308468 658
229 309126 675
230 309801 704
231 310505 629
232 311134 687
233 311821 659
234 312480 689
235 313169 665
236 313834 700
237 314534 686
238 315220 669
239 315889 664
240 316553 701
241 317254 659
242 317913 715
243 318628 639
244 319267 648
245 319915 687
246 320602 668
247 321270 667
248 321937 675
249 322612 704
250 323316 666
251 323982 684
252 324666 696
253 325362 663
254 326025 673
255 326698 660
256 327358 711
257 328069 715
258 328784 663
259 329447 689
260 330136 660
261 330796 649
262 331445 653
263 332098 657
264 332755 654
265 333409 686
266 334095 666
267 334761 643
268 335404 645
269 336049 645
270 336694 657
271 337351 656
272 338007 685
273 338692 675
274 339367 696
275 340063 658
276 340721 699
277 341420 688
278 342108 662
279 342770 687
280 343457 679
281 344136 691
282 344827 675
283 345502 674
284 346176 699
285 346875 655
286 347530 688
287 348218 671
288 348889 699
289 349588 707
290 350295 660
291 350955 665
292 351620 688
293 352308 652
294 352960 658
295 353618 653
296 354271 652
297 354923 694
298 355617 651
299 356268 665
300 356933 651
301 357584 634
302 358218 653
303 358871 657
304 359528 642
305 360170 655
306 360825 652
307 361477 670
308 362147 650
309 362797 659
310 363456 695
311 364151 700
312 364851 715
313 365566 689
314 366255 655
315 366910 665
316 367575 686
317 368261 649
318 368910 688
319 369598 645
320 370243 661
321 370904 673
322 371577 658
323 372235 671
324 372906 695
325 373601 655
326 374256 648
327 374904 688
328 375592 658
329 376250 673
330 376923 650
331 377573 695
332 378268 659
333 378927 676
334 379603 661
335 380264 671
336 380935 709
337 381644 704
338 382348 715
339 383063 657
340 383720 729
341 384449 686
342 385135 655
343 385790 660
344 386450 649
345 387099 680
346 387779 639
347 388418 645
348 389063 668
349 389731 648
350 390379 666
351 391045 653
352 391698 680
353 392378 644
354 393022 694
355 393716 678
356 394394 657
357 395051 687
358 395738 653
359 396391 659
360 397050 694
361 397744 681
362 398425 659
363 399084 660
364 399744 672
365 400416 656
366 401072 687
367 401759 691
368 402450 653
369 403103 645
370 403748 697
371 404445 664
372 405109 657
373 405766 682
374 406448 672
375 407120 650
376 407770 688
377 408458 727
378 409185 687
379 409872 659
380 410531 706
381 411237 705
382 411942 698
383 412640 714
384 413354 717
385 414071 691
386 414762 686
387 415448 687
388 416135 704
389 416839 689
390 417528 674
391 418202 697
392 418899 639
393 419538 650
394 420188 687
395 420875 660
396 421535 697
397 422232 660
398 422892 682
399 423574 661
400 424235 669
401 424904 648
402 425552 689
403 426241 674
404 426915 634
405 427549 698
406 428247 664
407 428911 663
408 429574 687
409 430261 669
410 430930 700
411 431630 651
412 432281 736
413 433017 735
414 433752 726
415 434478 687
416 435165 671
417 435836 638
418 436474 647
419 437121 651
420 437772 658
421 438430 632
422 439062 678
423 439740 626
424 440366 636
425 441002 660
426 441662 639
427 442301 675
428 442976 699
429 443675 650
430 444325 687
431 445012 211
432 445223 673
433 445896 691
434 446587 697
435 447284 680
436 447964 663
437 448627 687
438 449314 664
439 449978 674
440 450652 650
441 451302 678
442 451980 689
443 452669 698
444 453367 650
445 454017 685
446 454702 687
447 455389 652
448 456041 717
449 456758 683
450 457441 639
451 458080 664
452 458744 653
453 459397 651
454 460048 648
455 460696 626
456 461322 649
457 461971 643
458 462614 649
459 463263 652
460 463915 647
461 464562 658
462 465220 696
463 465916 660
464 466576 685
465 467261 640
466 467901 668
467 468569 654
468 469223 718
469 469941 696
470 470637 689
471 471326 695
472 472021 660
473 472681 662
474 473343 654
475 473997 677
476 474674 648
477 475322 662
478 475984 660
479 476644 688
480 477332 657
481 477989 680
482 478669 698
483 479367 695
484 480062 673
485 480735 665
486 481400 675
487 482075 660
488 482735 688
489 483423 662
490 484085 670
491 484755 655
492 485410 647
493 486057 642
494 486699 651
495 487350 635
496 487985 651
497 488636 668
498 489304 651
499 489955 647
500 490602 696
501 491298 679
502 491977 659
503 492636 695
504 493331 687
505 494018 661
506 494679 697
507 495376 664
508 496040 665
509 496705 692
510 497397 678
511 498075 659
512 498734 687
513 499421 684
514 500105 660
515 500765 723
516 501488 674
